City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,pyapon,16.2833,95.6833,28.61,55,26,3.02,MM,1743521522
364,santander,43.4647,-3.8044,16.45,82,0,2.68,ES,1743521524
365,taoudenni,22.6783,-3.9836,37.03,10,28,6.4,ML,1743521525
366,westport,41.1415,-73.3579,9.62,54,0,8.23,US,1743521528
367,upington,-28.4478,21.2561,27.21,50,20,3.6,ZA,1743521529
368,tanjungagung,-3.9333,103.8,23.27,96,100,1.28,ID,1743521530
369,lexington park,38.2668,-76.4538,11.82,54,0,6.69,US,1743521494
370,linxia chengguanzhen,35.6003,103.2064,4.86,38,98,1.43,CN,1743521533
371,brokopondo,4.75,-55.1667,24.01,91,100,1.31,SR,1743521534
372,altai,46.3722,96.2583,-0.72,28,45,6.24,MN,1743521536
373,sinazongwe,-17.2614,27.4618,26.64,66,29,2.85,ZM,1743521537
374,longyearbyen,78.2186,15.6401,-8.09,62,0,3.09,SJ,1743521538
375,xining,36.6167,101.7667,2.98,34,80,3.79,CN,1743521539
376,prince rupert,54.3161,-130.3201,6.83,87,40,4.12,CA,1743521409
377,ponnani,10.767,75.9252,28.33,75,96,2.29,IN,1743521543
378,natal,-5.795,-35.2094,32.12,58,40,7.72,BR,1743520960
379,ineu,46.4333,21.85,16.19,62,54,5.88,RO,1743521546
380,tshikapa,-6.4167,20.8,24.23,81,97,2.19,CD,1743521547
381,kievka,50.2619,71.5514,2.72,95,97,1.99,KZ,1743521548
382,tamazunchale,21.2667,-98.7833,31.16,51,35,1.96,MX,1743521550
383,enewetak,11.3474,162.3373,27.06,75,92,8.98,MH,1743521551
384,bryan,30.6744,-96.37,20.86,87,100,4.63,US,1743521317
385,nema,57.5067,50.5011,3.35,96,99,2.12,RU,1743521554
386,zilair,52.2332,57.4392,7.66,76,10,2.86,RU,1743521555
387,tromso,69.6496,18.957,5.01,65,75,9.26,NO,1743521556
388,afif,23.9065,42.9172,30.44,14,47,4.0,SA,1743521558
389,happy valley-goose bay,53.3168,-60.3315,-7.83,93,100,9.77,CA,1743521559
390,khovd,48.0056,91.6419,2.55,33,0,4.56,MN,1743521560
391,chita,52.0333,113.55,-0.06,64,98,3.0,RU,1743521562
392,cajamarca,-7.1638,-78.5003,18.04,59,40,1.03,PE,1743521563
393,jinjing,24.575,118.5972,14.29,76,21,9.38,CN,1743521564
394,berezovyy,51.6667,135.7,-9.28,90,13,2.64,RU,1743521566
395,vallenar,-28.5708,-70.7581,23.15,50,0,1.64,CL,1743521297
396,chibougamau,49.9168,-74.3659,-11.21,67,75,8.75,CA,1743521568
397,peace river,56.2501,-117.286,-1.83,99,100,4.12,CA,1743521570
398,immenhausen,51.4276,9.4802,13.57,43,0,6.69,DE,1743521571
399,holualoa,19.6228,-155.9522,20.46,81,44,0.89,US,1743521572
400,oamaru,-45.0784,170.9801,12.99,90,100,3.98,NZ,1743521574
401,kristinestad,62.2743,21.376,9.01,70,47,3.87,FI,1743521575
402,ankazoabo,-22.2833,44.5167,25.61,48,0,0.7,MG,1743521576
403,siwa oasis,29.2041,25.5195,23.7,25,4,6.77,EG,1743521578
404,carbonear,47.7332,-53.2148,11.24,97,100,7.68,CA,1743521579
405,renon - ritten,46.5415,11.4573,9.33,28,40,6.17,IT,1743521580
406,saint-denis,48.9167,2.3333,16.31,36,0,10.8,FR,1743521582
407,bengkulu,-3.8004,102.2655,24.8,92,100,1.88,ID,1743521583
408,roma,43.2128,-75.4557,2.84,53,100,6.69,US,1743521403
409,wotho,10.1657,166.0102,26.72,81,41,9.2,MH,1743521586
410,el abiodh sidi cheikh,32.893,0.5484,26.87,14,75,9.82,DZ,1743521587
411,axim,4.8699,-2.2405,29.68,71,98,5.58,GH,1743521588
412,as saffaniyah,27.9708,48.73,25.26,47,66,3.92,SA,1743521589
413,filadelfia,39.9523,-75.1638,9.75,56,75,9.26,US,1743521591
414,phulbani,20.4667,84.2333,25.51,58,4,2.92,IN,1743521592
415,sarakhs,36.5449,61.1577,23.98,25,11,2.93,IR,1743521593
416,rozavlea,47.7333,24.2167,12.9,59,41,1.85,RO,1743521595
417,castillos,-34.1667,-53.8333,21.24,57,86,5.24,UY,1743521596
418,gembu,6.7,11.2667,24.32,51,100,1.84,NG,1743521597
419,ashburton,-37.8626,145.0794,15.22,78,100,0.45,AU,1743521599
420,acarau,-2.8856,-40.12,29.4,68,76,4.63,BR,1743521600
421,qamdo,31.1667,97.2333,4.27,41,100,3.93,CN,1743521601
422,callao,-12.0667,-77.15,25.16,69,0,3.09,PE,1743521547
423,villa emilio carranza,19.9667,-96.6,29.47,61,1,3.23,MX,1743521604
424,abou el hassan,36.4166,1.1962,24.69,44,100,3.82,DZ,1743521605
425,dudinka,69.4058,86.1778,-14.0,96,99,3.67,RU,1743521607
426,humboldt,40.6665,-123.9178,3.08,99,100,3.24,US,1743521608
427,monte alegre,-2.0078,-54.0692,29.98,60,45,2.15,BR,1743521609
428,buala,-8.145,159.5921,26.84,83,33,1.93,SB,1743521611
429,aksu,41.1231,80.2644,10.86,21,13,2.16,CN,1743521612
430,alofi,-19.0595,-169.9187,23.94,94,40,0.51,NU,1743521482
431,misliyah,17.4599,42.5572,30.31,59,0,2.86,SA,1743521615
432,colon,9.3592,-79.9014,32.98,59,81,3.13,PA,1743521616
433,nakamura,32.9833,132.9333,9.21,96,100,1.2,JP,1743521617
434,kongsvinger,60.1905,11.9977,13.13,49,44,1.17,NO,1743521619
435,sisimiut,66.9395,-53.6735,-12.87,80,98,0.13,GL,1743521620
436,nagqu,31.5,92.0,-0.62,11,22,3.15,CN,1743521621
437,sao jose da coroa grande,-8.8978,-35.1478,28.58,71,96,6.58,BR,1743521623
438,jiuquan,39.7432,98.5174,6.63,28,92,2.21,CN,1743521624
439,paracuru,-3.41,-39.0306,29.79,69,90,4.24,BR,1743521625
440,soio,-6.1349,12.3689,26.77,80,100,2.45,AO,1743521627
441,buritis,-15.6178,-46.4233,33.27,33,30,3.09,BR,1743521628
442,porto novo,6.4965,2.6036,31.9,65,61,4.66,BJ,1743521629
443,janauba,-15.8025,-43.3089,34.26,23,100,5.3,BR,1743521631
444,oriximina,-1.7656,-55.8661,29.11,72,66,1.38,BR,1743521632
445,plouzane,48.3833,-4.6167,19.1,58,0,8.75,FR,1743521633
446,tsetserleg,47.475,101.4542,-1.1,33,0,2.94,MN,1743521635
447,veraval,20.9,70.3667,26.75,61,0,4.85,IN,1743521637
448,lamu,-2.2717,40.902,28.3,73,100,4.5,KE,1743521639
449,matadi,-5.8167,13.45,27.74,78,95,1.89,CD,1743521640
450,mocimboa,-11.3167,40.35,25.97,88,97,2.95,MZ,1743521642
451,aripuana,-9.1667,-60.6333,28.05,89,48,1.66,BR,1743521644
452,kaspiyskiy,45.3929,47.3707,15.16,62,100,5.52,RU,1743521645
453,gyomaendrod,46.9333,20.8333,15.29,63,86,8.57,HU,1743521646
454,baijiantan,45.6333,85.1833,13.36,32,100,4.68,CN,1743521648
455,mengcheng chengguanzhen,33.2661,116.566,10.26,47,49,4.64,CN,1743521649
456,fortuna,40.5982,-124.1573,7.97,94,100,2.06,US,1743521650
457,sidi khaled,34.387,4.9879,22.86,16,76,1.66,DZ,1743521652
458,tafuna,-14.3358,-170.72,24.97,94,75,1.03,AS,1743521653
459,st. john's,47.5649,-52.7093,12.66,94,100,9.26,CA,1743521632
460,luorong,24.4058,109.6086,16.16,41,97,3.19,CN,1743521656
461,sinop,41.7711,34.8709,13.34,76,100,2.72,TR,1743521657
462,east london,-33.0153,27.9116,20.52,77,40,7.2,ZA,1743521659
463,parapat,2.663,98.9349,20.96,95,100,0.74,ID,1743521660
464,hafar al-batin,28.4328,45.9708,35.32,12,0,4.12,SA,1743521661
465,volodymyr-volynskyi,50.8525,24.3236,10.58,80,100,4.35,UA,1743521663
466,kushiro,42.975,144.3747,-0.47,86,58,2.06,JP,1743521664
467,inirida,3.8653,-67.9239,30.39,67,78,2.55,CO,1743521665
468,at taraf,25.3628,49.725,35.3,19,29,5.03,SA,1743521667
469,sandnessjoen,66.0217,12.6316,8.06,93,75,8.75,NO,1743521668
470,puerto deseado,-47.7503,-65.8938,14.25,50,96,13.39,AR,1743521483
471,urengoy,65.9667,78.3667,-13.11,92,55,5.31,RU,1743521671
472,inhuma,-6.6683,-41.7078,31.45,44,99,1.53,BR,1743521490
473,lycksele,64.5954,18.6735,7.93,71,75,4.63,SE,1743521673
474,haqqulobod,40.9167,72.1167,14.25,26,0,1.48,UZ,1743521674
475,mahina,-17.5065,-149.489,25.87,78,0,0.51,PF,1743521676
476,hami,42.8,93.45,12.11,23,98,2.79,CN,1743521677
477,fort st. john,56.2499,-120.8529,-7.06,73,75,7.72,CA,1743521678
478,broken hill,-31.95,141.4333,21.11,46,98,2.63,AU,1743521680
479,sechura,-5.5569,-80.8222,27.92,59,76,3.5,PE,1743521681
480,miguel ahumada,30.6167,-106.5167,21.36,17,2,6.84,MX,1743521682
481,inhambane,-23.865,35.3833,25.19,78,0,3.79,MZ,1743521684
482,malvan,16.0667,73.4667,28.41,71,70,0.32,IN,1743521685
483,kerikeri,-35.2268,173.9474,19.39,89,100,3.6,NZ,1743521686
484,ingeniero jacobacci,-41.3427,-69.5448,14.3,23,98,6.6,AR,1743521687
485,villa canas,-34.0057,-61.6076,19.41,63,73,4.28,AR,1743521689
486,burang,30.25,81.1667,-13.68,58,0,1.52,CN,1743521690
487,baise city,23.8997,106.6133,17.45,42,40,0.4,CN,1743521691
488,ocean city,39.2776,-74.5746,11.21,57,4,4.92,US,1743521692
489,ondangwa,-17.9167,15.95,28.19,43,90,4.88,NA,1743521694
490,bardai,11.65,7.2333,36.85,17,79,3.43,NG,1743521696
491,bubaque,11.2833,-15.8333,23.73,76,90,5.77,GW,1743521698
492,baharly,38.4362,57.4316,24.89,35,61,4.81,TM,1743521699
493,belmonte,-15.8631,-38.8828,28.93,63,61,3.28,BR,1743521700
494,alotau,-10.3069,150.4462,25.38,90,92,1.25,PG,1743521702
495,dila,6.4167,38.3167,19.4,78,97,1.92,ET,1743521703
496,isabela,6.7085,121.9711,25.03,88,100,1.53,PH,1743521704
497,cidade velha,14.9167,-23.6167,25.26,57,20,10.29,CV,1743521706
498,copiapo,-27.3667,-70.3333,22.25,50,9,2.65,CL,1743521511
499,lensk,60.7253,114.9278,0.06,97,100,3.74,RU,1743521708
500,mingguang,32.7802,117.9638,11.13,47,53,4.64,CN,1743521710
501,atbasar,51.8,68.3333,1.92,94,100,0.58,KZ,1743521711
502,tvoroyri,61.5556,-6.8111,9.31,86,96,9.5,FO,1743521712
503,umm ruwaba,12.9061,31.2158,37.82,16,53,1.82,SD,1743521714
504,zheshart,62.0731,49.5733,4.89,93,94,2.29,RU,1743521715
505,saint-francois,46.4154,3.9054,13.15,37,0,9.26,FR,1743521716
506,imbituba,-28.24,-48.6703,26.54,80,100,5.0,BR,1743521719
507,ust'-ilimsk,58.0006,102.6619,1.36,85,100,4.71,RU,1743521720
508,remire-montjoly,4.9167,-52.2667,28.02,78,75,5.66,GF,1743521722
509,hadibu,12.65,54.0333,26.29,71,32,2.75,YE,1743521723
510,tateyama,34.9833,139.8667,7.96,93,75,4.12,JP,1743521724
511,mar del plata,-38.0023,-57.5575,18.3,50,0,4.12,AR,1743520946
512,auki,-8.7676,160.7034,25.07,88,15,1.56,SB,1743521727
513,herkimer,43.0256,-74.986,2.33,47,97,4.02,US,1743521623
514,batticaloa,7.7102,81.6924,27.34,78,57,4.21,LK,1743521730
515,galle,6.0367,80.217,26.5,84,52,3.16,LK,1743521731
516,taos,36.4072,-105.5731,9.22,41,75,13.38,US,1743521732
517,mersa matruh,31.3525,27.2453,21.18,43,8,3.32,EG,1743521733
518,mossel bay,-34.1831,22.146,19.96,79,24,2.22,ZA,1743521735
519,cedarburg,43.2967,-87.9876,3.1,55,42,5.21,US,1743521736
520,anchorage,61.2181,-149.9003,3.66,70,75,2.57,US,1743521289
521,fougamou,-1.2154,10.5838,30.72,63,89,1.79,GA,1743521739
522,fort mcmurray,56.7268,-111.381,-3.23,74,100,4.12,CA,1743521740
523,sinabang,2.4803,96.3801,26.33,83,60,1.39,ID,1743521742
524,sanibel,26.449,-82.0223,30.02,76,0,1.34,US,1743521743
525,eduardo castex,-35.915,-64.2945,17.75,47,91,7.31,AR,1743521744
526,greenland,43.0362,-70.8328,7.96,57,20,9.77,US,1743521745
527,carauari,-4.8828,-66.8958,27.13,77,100,1.58,BR,1743521747
528,lethem,3.3803,-59.7968,29.03,65,40,6.17,GY,1743521748
529,malanje,-9.5402,16.341,19.99,94,100,1.59,AO,1743521749
530,ribeira brava,32.65,-17.0667,18.73,88,13,5.89,PT,1743521751
531,tajerouine,35.8917,8.5528,14.59,52,49,6.7,TN,1743521753
532,tamanrasset,22.785,5.5228,26.95,4,0,5.66,DZ,1743521755
533,mont-dore,-22.2833,166.5833,27.22,99,97,2.79,NC,1743521757
534,mananara,-16.1667,49.7667,24.67,89,7,2.54,MG,1743521759
535,aykhal,66.0,111.5,-17.36,100,59,0.89,RU,1743521593
536,bodo,67.28,14.405,8.02,97,75,9.77,NO,1743521762
537,maxixe,-23.8597,35.3472,24.88,79,0,3.56,MZ,1743521763
538,ulladulla,-35.35,150.4667,14.27,79,100,3.94,AU,1743521764
539,mammoth lakes,37.6485,-118.9721,-5.37,60,67,3.13,US,1743521766
540,sabha,27.0377,14.4283,24.16,16,0,5.33,LY,1743521767
541,arroyito,-31.4202,-63.05,20.62,36,1,3.15,AR,1743521768
542,obihiro,42.9172,143.2044,-1.12,89,58,1.08,JP,1743521770
543,tindouf,27.6711,-8.1474,26.25,25,10,9.26,DZ,1743521771
544,kristiansund,63.1115,7.732,13.36,67,75,5.66,NO,1743521772
545,conceicao da barra,-18.5933,-39.7322,30.87,56,44,3.49,BR,1743521774
546,port hedland,-20.3167,118.5667,27.03,83,38,2.57,AU,1743521775
547,kapa'a,22.0752,-159.319,24.18,90,75,5.66,US,1743521776
548,arauquita,7.0292,-71.4281,35.05,35,65,2.47,CO,1743521777
549,baykalovo,57.3981,63.7684,2.37,96,98,1.66,RU,1743521778
550,qusmuryn,52.4503,64.6311,10.15,65,95,2.4,KZ,1743521780
551,nizwa,22.9333,57.5333,27.61,18,0,2.19,OM,1743521781
552,urzhar,47.093,81.6294,-0.01,89,87,2.23,KZ,1743521783
553,ipira,-12.1583,-39.7372,33.09,38,100,7.34,BR,1743521784
554,utrik,11.2278,169.8474,26.67,74,96,9.1,MH,1743521787
555,ciudad victoria,23.7333,-99.1333,27.49,69,0,6.69,MX,1743521788
556,nevsehir,38.9167,34.6667,13.56,44,75,6.17,TR,1743521790
557,guerrero negro,27.9769,-114.0611,16.39,75,100,9.83,MX,1743521791
558,parral,26.9333,-105.6667,24.01,8,7,4.8,MX,1743521769
559,klaksvik,62.2266,-6.589,8.73,91,95,8.22,FO,1743521794
560,nova cruz,-6.4781,-35.4339,33.01,45,99,6.3,BR,1743521795
561,celestun,20.8667,-90.4,30.59,53,95,4.58,MX,1743521797
562,along,28.1667,94.7667,16.89,62,66,0.44,IN,1743521798
563,brookings,44.3114,-96.7984,0.25,97,100,8.75,US,1743521801
564,qui nhon,13.7667,109.2333,22.65,82,100,6.15,VN,1743521802
565,markham,43.8668,-79.2663,1.38,48,2,5.33,CA,1743521534
566,dawesville,30.9224,-84.0091,19.17,94,100,1.54,US,1743521806
567,nova sintra,14.8667,-24.7167,21.25,83,100,13.37,CV,1743521807
568,weyburn,49.6668,-103.8511,-2.88,86,99,9.77,CA,1743521801
569,nishinoomote,30.7333,131.0,15.14,88,100,13.72,JP,1743521810
570,shenjiamen,29.9576,122.298,9.02,65,100,2.01,CN,1743521811
571,amboasary,-25.0333,46.3833,26.2,78,7,4.15,MG,1743521812
572,fale old settlement,-9.3852,-171.2468,28.34,75,69,4.2,TK,1743521814
573,aberdeen,57.1437,-2.0981,13.63,49,100,8.75,GB,1743521815
574,balabac,7.9868,117.0645,27.06,81,94,5.08,PH,1743521816
575,labytnangi,66.6572,66.4183,-11.78,91,80,1.82,RU,1743521818
576,amga,60.8953,131.9608,-1.7,97,100,2.63,RU,1743521820
577,vilyuysk,63.7553,121.6247,-16.89,99,40,1.8,RU,1743521821
578,naze,28.3667,129.4833,16.51,88,99,3.16,JP,1743521823
579,kilju,40.9642,129.3278,4.5,71,100,0.88,KP,1743521824
580,xinxiang,35.3089,113.8672,14.83,13,77,5.04,CN,1743521825
581,ohara,35.25,140.3833,14.37,96,100,8.28,JP,1743521826
582,katsuren-haebaru,26.3369,127.8719,20.01,89,100,0.0,JP,1743521828
583,ayorou,14.7308,0.9174,38.21,3,60,3.58,NE,1743521829
584,tsiombe,-25.3,45.4833,24.94,85,0,5.06,MG,1743521830
585,berasia,23.6333,77.4333,29.77,13,14,2.75,IN,1743521831
586,nchelenge,-9.3451,28.734,22.13,88,96,7.58,ZM,1743521834
587,san pedro pochutla,15.7333,-96.4667,29.28,49,99,2.71,MX,1743521835
588,pangody,65.85,74.4859,-12.2,96,54,3.45,RU,1743521836
589,beira,-19.8436,34.8389,25.59,74,21,2.68,MZ,1743521838
590,al bayda',32.7627,21.7551,11.81,72,91,10.11,LY,1743521840
591,turpan,42.9333,89.1667,16.7,17,86,2.0,CN,1743521841
592,bontang,0.1333,117.5,25.52,88,99,2.46,ID,1743521843
